,index,Unnamed: 0,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
0,0,0,600036.XSHG,600036,招商银行,XSHG,2021-01-04,43.95,43.95,43.23,43.78,42.02,43.17,154952285,6608868849,184994,0.0075,1.0,890551529748.0,1088740734550.0,-0.0177,11.8045,10.6596,1.548,1,42.651
1,1,1,600036.XSHG,600036,招商银行,XSHG,2021-01-05,43.17,43.17,42.76,42.8,41.44,42.18,138717699,5809639049,214491,0.0067,1.0,870128874792.0,1063773087410.0,-0.0229,11.5338,10.4151,1.5125,1,41.881
2,2,2,600036.XSHG,600036,招商银行,XSHG,2021-01-06,42.18,42.18,42.1,44.2,42.0,44.15,120064563,5188622737,149299,0.0058,1.0,910767895260.0,1113456183240.0,0.0467,12.0725,10.9016,1.5832,1,43.215
3,3,3,600036.XSHG,600036,招商银行,XSHG,2021-01-07,44.15,44.15,44.29,45.97,44.26,45.9,107832187,4869741128,139317,0.0052,1.0,946868547960.0,1157590913040.0,0.0396,12.550999999999998,11.3337,1.6459,1,45.16
4,4,4,600036.XSHG,600036,招商银行,XSHG,2021-01-08,45.9,45.9,46.29,47.02,45.81,46.6,129959481,6021482985,148326,0.0063,1.0,961308809040.0,1175244804960.0,0.0153,12.7424,11.5065,1.671,1,46.333999999999996
5,5,5,600036.XSHG,600036,招商银行,XSHG,2021-01-11,46.6,46.6,46.58,49.17,46.49,48.42,144523356,6992740146,151772,0.006999999999999999,1.0,998853487848.0,1221144923950.0,0.0391,13.2401,11.9559,1.7363,1,48.385
6,6,6,600036.XSHG,600036,招商银行,XSHG,2021-01-12,48.42,48.42,48.55,50.05,47.56,49.7,104448591,5103986009,116767,0.0051,1.0,1025258536680.0,1253426326320.0,0.0264,13.5901,12.272,1.7822,1,48.86600000000001
7,7,7,600036.XSHG,600036,招商银行,XSHG,2021-01-13,49.7,49.7,49.31,49.98,48.88,49.4,64910979,3207741653,86807,0.0031,1.0,1019069853360.0,1245860372640.0,-0.006,13.508,12.1979,1.7714,1,49.418
8,8,8,600036.XSHG,600036,招商银行,XSHG,2021-01-14,49.4,49.4,49.4,50.08,48.56,49.05,70377099,3467710708,83144,0.0034,1.0,1011849722820.0,1237033426680.0,-0.0071,13.4123,12.1115,1.7589,1,49.273
9,9,9,600036.XSHG,600036,招商银行,XSHG,2021-01-15,49.05,49.05,50.5,53.89,50.48,51.14,177574522,9232542839,174953,0.0086,1.0,1054964216620.0,1289742903980.0,0.0426,13.9838,12.6275,1.8338,1,51.992
10,10,10,600036.XSHG,600036,招商银行,XSHG,2021-01-18,51.14,51.14,51.5,53.08,51.2,51.92,123764160,6463924980,140598,0.006,1.0,1071054793250.0,1309414383550.0,0.0153,14.1971,12.8201,1.8618,1,52.228
11,11,11,600036.XSHG,600036,招商银行,XSHG,2021-01-19,51.92,51.92,52.3,53.23,51.49,51.85,90188002,4710719576,122036,0.0044,1.0,1069610767140.0,1307648994360.0,-0.0013,14.177999999999999,12.8029,1.8593,1,52.232
12,12,12,600036.XSHG,600036,招商银行,XSHG,2021-01-20,51.85,51.85,52.1,53.12,50.99,51.72,79228118,4123860428,107233,0.0038,1.0,1066929004370.0,1304370414430.0,-0.0025,14.1424,12.7708,1.8546,1,52.05
13,13,13,600036.XSHG,600036,招商银行,XSHG,2021-01-21,51.72,51.72,52.97,53.5,52.15,52.64,73671459,3886756922,107191,0.0036,1.0,1085907633220.0,1327572672380.0,0.0178,14.394,12.9979,1.8876,1,52.758
14,14,14,600036.XSHG,600036,招商银行,XSHG,2021-01-22,52.64,52.64,52.85,52.85,51.0,51.64,87000132,4492606303,121536,0.0042,1.0,1065278688820.0,1302352826780.0,-0.019,14.1206,12.751,1.8518,1,51.638999999999996
15,15,15,600036.XSHG,600036,招商银行,XSHG,2021-01-25,51.64,51.64,51.1,52.46,50.1,52.11,86536206,4438842570,129449,0.0042,1.0,1074974292680.0,1314206154220.0,0.0091,14.2491,12.867,1.8686,1,51.295
16,16,16,600036.XSHG,600036,招商银行,XSHG,2021-01-26,52.11,52.11,52.0,53.1,51.0,51.4,60117533,3126374838,96213,0.0029,1.0,1060327742160.0,1296300063840.0,-0.0136,14.0549,12.6917,1.8432,1,52.004
17,17,17,600036.XSHG,600036,招商银行,XSHG,2021-01-27,51.4,51.4,51.61,52.9,51.61,52.0,60923156,3187049336,84724,0.003,1.0,1072705108800.0,1311431971200.0,0.0117,14.219000000000001,12.8399,1.8647,1,52.313
18,18,18,600036.XSHG,600036,招商银行,XSHG,2021-01-28,52.0,52.0,51.0,51.75,50.8,51.61,52386951,2684963891,77947,0.0025,1.0,1064659820480.0,1301596231420.0,-0.0075,14.1124,12.7436,1.8507,1,51.253
19,19,19,600036.XSHG,600036,招商银行,XSHG,2021-01-29,51.61,51.61,52.18,52.46,50.81,51.1,62148914,3211002062,91526,0.003,1.0,1054139058840.0,1288734110160.0,-0.0099,13.9729,12.6177,1.8324,1,51.666000000000004
20,20,20,600036.XSHG,600036,招商银行,XSHG,2021-02-01,51.1,51.1,51.0,52.78,50.48,52.4,79662587,4125446256,104844,0.0039,1.0,1080956686560.0,1321519909440.0,0.0254,14.3284,12.9387,1.879,1,51.786
21,21,21,600036.XSHG,600036,招商银行,XSHG,2021-02-02,52.4,52.4,52.35,52.8,51.6,51.97,72030553,3752480883,104163,0.0035,1.0,1072086240470.0,1310675375830.0,-0.0082,14.2108,12.8325,1.8636,1,52.096000000000004
22,22,22,600036.XSHG,600036,招商银行,XSHG,2021-02-03,51.97,51.97,52.07,54.0,51.49,53.05,76587606,4045314776,106613,0.0037,1.0,1094365500420.0,1337912809080.0,0.0208,14.5061,13.0992,1.9023,1,52.818999999999996
23,23,23,600036.XSHG,600036,招商银行,XSHG,2021-02-04,53.05,53.05,52.87,55.2,52.61,53.5,96910977,5229905917,125221,0.0047,1.0,1103648525400.0,1349261739600.0,0.0085,14.6292,13.2103,1.9185,1,53.966
24,24,24,600036.XSHG,600036,招商银行,XSHG,2021-02-05,53.5,53.5,54.06,55.94,53.7,54.74,115157754,6315430525,137211,0.0056,1.0,1129228416460.0,1380534348140.0,0.0232,14.9682,13.5165,1.9629,1,54.842
25,25,25,600036.XSHG,600036,招商银行,XSHG,2021-02-08,54.74,54.74,55.19,55.6,53.69,55.26,81637776,4479792762,96100,0.004,1.0,1139955467540.0,1393648667860.0,0.0095,15.1104,13.6449,1.9816,1,54.873999999999995
26,26,26,600036.XSHG,600036,招商银行,XSHG,2021-02-09,55.26,55.26,55.38,55.38,54.25,55.26,61900527,3393598043,114744,0.003,1.0,1139955467540.0,1393648667860.0,0.0,15.1104,13.6449,1.9816,1,54.823
27,27,27,600036.XSHG,600036,招商银行,XSHG,2021-02-10,55.26,55.26,56.3,56.4,53.95,54.55,75350767,4135201064,123465,0.0037,1.0,1125308917020.0,1375742577480.0,-0.0128,14.9163,13.4695,1.9561,1,54.879
28,28,28,600036.XSHG,600036,招商银行,XSHG,2021-02-18,54.55,54.55,55.65,57.6,55.19,55.69,107091322,6013345250,137136,0.0052,1.0,1148825913640.0,1404493201460.0,0.0209,15.228,13.751,1.9969999999999999,1,56.152
29,29,29,600036.XSHG,600036,招商银行,XSHG,2021-02-19,55.69,55.69,55.65,56.71,54.88,55.2,71018164,3948306737,107121,0.0034,1.0,1138717730880.0,1392135477120.0,-0.0088,15.094000000000001,13.63,1.9794,1,55.596000000000004
30,30,30,600036.XSHG,600036,招商银行,XSHG,2021-02-22,55.2,55.2,55.27,55.74,53.36,54.2,80151145,4368565094,114279,0.0039,1.0,1118088786480.0,1366915631520.0,-0.0181,14.8206,13.3831,1.9436,1,54.504
31,31,31,600036.XSHG,600036,招商银行,XSHG,2021-02-23,54.2,54.2,54.29,56.73,54.2,55.55,95299102,5306140313,126965,0.0046,1.0,1145937861420.0,1400962423080.0,0.0249,15.1897,13.7165,1.992,1,55.678999999999995
32,32,32,600036.XSHG,600036,招商银行,XSHG,2021-02-24,55.55,55.55,55.85,55.85,52.85,53.6,84432226,4578242270,140956,0.0041,1.0,1105711419840.0,1351783724160.0,-0.0351,14.6565,13.235,1.922,1,54.224
33,33,33,600036.XSHG,600036,招商银行,XSHG,2021-02-25,53.6,53.6,54.5,55.5,53.91,54.45,88618727,4843039320,111539,0.0043,1.0,1123246022580.0,1373220592920.0,0.0159,14.8889,13.4448,1.9525,1,54.65
34,34,34,600036.XSHG,600036,招商银行,XSHG,2021-02-26,54.45,54.45,53.6,54.45,50.86,51.1,132728876,6911104094,194449,0.0064,1.0,1054139058840.0,1288734110160.0,-0.0615,13.9729,12.6177,1.8324,1,52.068999999999996
35,35,35,600036.XSHG,600036,招商银行,XSHG,2021-03-01,51.1,51.1,51.11,51.3,50.03,50.39,89418363,4510517394,135457,0.0043,1.0,1039492508320.0,1270828019780.0,-0.0139,13.7788,12.4423,1.8069,1,50.443000000000005
36,36,36,600036.XSHG,600036,招商银行,XSHG,2021-03-02,50.39,50.39,50.86,50.9,49.01,49.55,100778621,5025206694,136935,0.0049,1.0,1022164195020.0,1249643349480.0,-0.0167,13.5491,12.2349,1.7768,1,49.864
37,37,37,600036.XSHG,600036,招商银行,XSHG,2021-03-03,49.55,49.55,50.0,52.98,49.6,52.77,131593315,6834019524,175083,0.0064,1.0,1088589395990.0,1330851252310.0,0.065,14.4295,13.03,1.8923,1,51.933
38,38,38,600036.XSHG,600036,招商银行,XSHG,2021-03-04,52.77,52.77,52.19,53.88,52.0,52.4,83303904,4396029829,122089,0.004,1.0,1080956686560.0,1321519909440.0,-0.006999999999999999,14.3284,12.9387,1.879,1,52.771
39,39,39,600036.XSHG,600036,招商银行,XSHG,2021-03-05,52.4,52.4,51.9,52.39,50.11,51.4,73519585,3762062419,110942,0.0036,1.0,1060327742160.0,1296300063840.0,-0.0191,14.0549,12.6917,1.8432,1,51.17100000000001
40,40,40,600036.XSHG,600036,招商银行,XSHG,2021-03-08,51.4,51.4,51.59,51.98,49.7,49.93,69813759,3534603526,120050,0.0034,1.0,1030003193890.0,1259226890810.0,-0.0286,13.652999999999999,12.3288,1.7904,1,50.629
41,41,41,600036.XSHG,600036,招商银行,XSHG,2021-03-09,49.93,49.93,50.02,50.98,48.18,48.5,98322245,4876616396,145872,0.0048,1.0,1000503803400.0,1223162511600.0,-0.0286,13.2619,11.9757,1.7392,1,49.598
42,42,42,600036.XSHG,600036,招商银行,XSHG,2021-03-10,48.5,48.5,49.01,50.0,48.55,49.25,67590993,3327792628,92283,0.0033,1.0,1015975511700.0,1242077395800.0,0.0155,13.467,12.1609,1.7661,1,49.233999999999995
43,43,43,600036.XSHG,600036,招商银行,XSHG,2021-03-11,49.25,49.25,50.0,52.25,50.0,51.97,90421033,4672612626,127888,0.0044,1.0,1072086240470.0,1310675375830.0,0.0552,14.2108,12.8325,1.8636,1,51.676
44,44,44,600036.XSHG,600036,招商银行,XSHG,2021-03-12,51.97,51.97,52.35,53.39,52.13,53.32,85580753,4537887852,126427,0.0041,1.0,1099935315410.0,1344722167390.0,0.026000000000000002,14.5799,13.1658,1.912,1,53.025
45,45,45,600036.XSHG,600036,招商银行,XSHG,2021-03-15,53.32,53.32,52.98,54.79,52.64,53.11,93931916,5037471575,143369,0.0046,1.0,1095603237080.0,1339425999820.0,-0.0039,14.5225,13.114,1.9045,1,53.629
46,46,46,600036.XSHG,600036,招商银行,XSHG,2021-03-16,53.11,53.11,53.9,55.25,53.5,54.32,69716276,3799354094,122825,0.0034,1.0,1120564259810.0,1369942012990.0,0.0228,14.0735,14.0735,1.8928,1,54.497
47,47,47,600036.XSHG,600036,招商银行,XSHG,2021-03-17,54.32,54.32,53.95,54.32,53.3,53.4,53231461,2856041089,87149,0.0026,1.0,1101585630960.0,1346739755040.0,-0.0169,13.8351,13.8351,1.8608,1,53.653
48,48,48,600036.XSHG,600036,招商银行,XSHG,2021-03-18,53.4,53.4,53.3,54.3,52.9,54.24,48279311,2590798830,79037,0.0023,1.0,1118913944260.0,1367924425340.0,0.0157,14.0528,14.0528,1.8901,1,53.663000000000004
49,49,49,600036.XSHG,600036,招商银行,XSHG,2021-03-19,54.24,54.24,54.02,54.46,51.54,51.76,77628361,4073645280,133263,0.0038,1.0,1067754162140.0,1305379208260.0,-0.0457,13.4102,13.4102,1.8036,1,52.476000000000006
50,50,50,600036.XSHG,600036,招商银行,XSHG,2021-03-22,51.76,51.76,52.2,54.72,52.1,53.78,79169531,4252611119,143352,0.0038,1.0,1109424629830.0,1356323296370.0,0.039,13.9336,13.9336,1.874,1,53.715
51,51,51,600036.XSHG,600036,招商银行,XSHG,2021-03-23,53.78,53.78,53.89,54.45,52.82,53.48,59592261,3187582328,102079,0.0029,1.0,1103235946510.0,1348757342690.0,-0.0056,13.8559,13.8559,1.8636,1,53.49
52,52,52,600036.XSHG,600036,招商银行,XSHG,2021-03-24,53.48,53.48,53.96,54.0,51.62,52.2,57501314,3013081502,104428,0.0028,1.0,1076830897680.0,1316475940320.0,-0.0239,13.5242,13.5242,1.819,1,52.4
53,53,53,600036.XSHG,600036,招商银行,XSHG,2021-03-25,52.2,52.2,52.66,52.89,50.56,51.01,78453830,4014068059,140997,0.0038,1.0,1052282453840.0,1286464324060.0,-0.0228,13.2159,13.2159,1.7775,1,51.165
54,54,54,600036.XSHG,600036,招商银行,XSHG,2021-03-26,51.01,51.01,51.45,51.82,50.73,51.6,70947525,3643743955,104746,0.0034,1.0,1064453531040.0,1301344032960.0,0.0116,13.3688,13.3688,1.7981,1,51.358000000000004
55,55,55,600036.XSHG,600036,招商银行,XSHG,2021-03-29,51.6,51.6,51.7,51.8,50.55,50.94,77980362,3969007334,129593,0.0038,1.0,1050838427740.0,1284698934860.0,-0.0128,13.1978,13.1978,1.7751,1,50.898
56,56,56,600036.XSHG,600036,招商银行,XSHG,2021-03-30,50.94,50.94,51.1,51.56,50.43,51.56,56940202,2902290112,99175,0.0028,1.0,1063628373260.0,1300335239140.0,0.0122,13.3584,13.3584,1.7967,1,50.971000000000004
57,57,57,600036.XSHG,600036,招商银行,XSHG,2021-03-31,51.56,51.56,51.5,51.5,50.14,51.1,52164954,2652348781,94978,0.0025,1.0,1054139058840.0,1288734110160.0,-0.0089,13.2392,13.2392,1.7806,1,50.845
58,58,58,600036.XSHG,600036,招商银行,XSHG,2021-04-01,51.1,51.1,51.09,51.28,50.7,51.05,33719469,1718217148,62167,0.0016,1.0,1053107611620.0,1287473117880.0,-0.001,13.2263,13.2263,1.7789,1,50.956
59,59,59,600036.XSHG,600036,招商银行,XSHG,2021-04-02,51.05,51.05,51.18,51.25,50.65,50.95,41153422,2093013199,72443,0.002,1.0,1051044717180.0,1284951133320.0,-0.002,13.2004,13.2004,1.7754,1,50.858999999999995
60,60,60,600036.XSHG,600036,招商银行,XSHG,2021-04-06,50.95,50.95,51.1,51.83,50.8,50.99,44400201,2275875718,75585,0.0022,1.0,1051869874960.0,1285959927140.0,0.0008,13.2107,13.2107,1.7768,1,51.258
61,61,61,600036.XSHG,600036,招商银行,XSHG,2021-04-07,50.99,50.99,51.15,51.15,50.02,50.43,50061023,2520490066,89013,0.0024,1.0,1040317666090.0,1271836813610.0,-0.011000000000000001,13.0657,13.0657,1.7573,1,50.348
62,62,62,600036.XSHG,600036,招商银行,XSHG,2021-04-08,50.43,50.43,50.2,50.63,50.05,50.5,29501067,1486758655,50283,0.0014,1.0,1041761692200.0,1273602202800.0,0.0014,13.0838,13.0838,1.7597,1,50.397
63,63,63,600036.XSHG,600036,招商银行,XSHG,2021-04-09,50.5,50.5,50.72,50.72,49.86,50.25,31506834,1578603909,56973,0.0015,1.0,1036604456100.0,1267297241400.0,-0.005,13.019,13.019,1.751,1,50.104
64,64,64,600036.XSHG,600036,招商银行,XSHG,2021-04-12,50.25,50.25,50.29,50.65,49.69,50.46,41474239,2082171992,62416,0.002,1.0,1040936534420.0,1272593408980.0,0.0042,13.0734,13.0734,1.7583,1,50.20399999999999
65,65,65,600036.XSHG,600036,招商银行,XSHG,2021-04-13,50.46,50.46,50.5,51.2,49.94,50.32,49039895,2476556210,75970,0.0024,1.0,1038048482210.0,1269062630590.0,-0.0028,13.0372,13.0372,1.7535,1,50.501000000000005
66,66,66,600036.XSHG,600036,招商银行,XSHG,2021-04-14,50.32,50.32,50.58,50.6,49.28,49.7,55438353,2758186625,90268,0.0027,1.0,1025258536680.0,1253426326320.0,-0.0123,12.8765,12.8765,1.7318,1,49.751999999999995
67,67,67,600036.XSHG,600036,招商银行,XSHG,2021-04-15,49.7,49.7,49.72,49.98,48.28,49.44,57296514,2810517787,94532,0.0028,1.0,1019895011140.0,1246869166460.0,-0.0052,12.8092,12.8092,1.7228,1,49.052
68,68,68,600036.XSHG,600036,招商银行,XSHG,2021-04-16,49.44,49.44,49.72,49.85,49.09,49.74,31558344,1563464005,58376,0.0015,1.0,1026083694460.0,1254435120140.0,0.0061,12.8869,12.8869,1.7332,1,49.542
69,69,69,600036.XSHG,600036,招商银行,XSHG,2021-04-19,49.74,49.74,49.9,51.78,49.5,51.77,67932061,3476651827,123417,0.0033,1.0,1067960451590.0,1305631406710.0,0.0408,13.4128,13.4128,1.804,1,51.178000000000004
70,70,70,600036.XSHG,600036,招商银行,XSHG,2021-04-20,51.77,51.77,51.01,52.19,51.01,51.99,35574407,1842179460,63032,0.0017,1.0,1072498819360.0,1311179772740.0,0.0042,12.9101,10.2388,1.7364,1,51.784
71,71,71,600036.XSHG,600036,招商银行,XSHG,2021-04-21,51.99,51.99,52.06,53.19,52.03,52.89,52446360,2758929437,99104,0.0025,1.0,1091064869320.0,1333877633780.0,0.0173,13.1336,10.415999999999999,1.7665,1,52.605
72,72,72,600036.XSHG,600036,招商银行,XSHG,2021-04-22,52.89,52.89,52.89,53.3,52.17,52.61,42927078,2255144620,68661,0.0021,1.0,1085288764880.0,1326816077020.0,-0.0053,13.0641,10.3609,1.7571,1,52.534
73,73,73,600036.XSHG,600036,招商银行,XSHG,2021-04-23,52.61,52.61,52.7,53.5,52.31,53.3,47104918,2495321515,82601,0.0023,1.0,1099522736520.0,1344217770480.0,0.0131,13.2354,10.4968,1.7802,1,52.974
74,74,74,600036.XSHG,600036,招商银行,XSHG,2021-04-26,53.3,53.3,54.0,54.5,51.7,52.07,91625741,4814829661,139477,0.0044,1.0,1074149134910.0,1313197360390.0,-0.0231,12.93,10.2545,1.7391,1,52.549
75,75,75,600036.XSHG,600036,招商银行,XSHG,2021-04-27,52.07,52.07,51.95,52.43,51.58,52.07,36329922,1890139553,60187,0.0018,1.0,1074149134910.0,1313197360390.0,0.0,12.93,10.2545,1.7391,1,52.027
76,76,76,600036.XSHG,600036,招商银行,XSHG,2021-04-28,52.07,52.07,52.2,52.38,51.48,51.76,38985543,2019590447,64628,0.0019,1.0,1067754162140.0,1305379208260.0,-0.006,12.853,10.1935,1.7287,1,51.803999999999995
77,77,77,600036.XSHG,600036,招商银行,XSHG,2021-04-29,51.76,51.76,52.0,53.35,51.29,53.28,55274544,2913105773,91211,0.0027,1.0,1099110157630.0,1343713373570.0,0.0294,13.2305,10.4928,1.7795,1,52.702
78,78,78,600036.XSHG,600036,招商银行,XSHG,2021-04-30,53.28,53.28,52.8,53.18,51.81,52.7,45068841,2370742204,74115,0.0022,1.0,1087145369880.0,1329085863120.0,-0.0109,13.0864,10.3786,1.7601,1,52.603
